Rep,Mu,Phi,Sigma2
77,0.4531709067214757,0.3567079020414182,0.13509736383972482
78,0.5205633404131084,0.6286336779963386,0.20021959785112234
79,0.3701479089064628,0.3716944006140881,0.11954114619350145
80,0.4427201998142186,0.490043742242261,0.13586533618178406
81,0.5341730239288393,0.6573841775159985,0.17960046980884212
82,0.327745339926455,0.2402595932724305,0.07618591199336136
83,0.3577885416181118,0.128015884503235,0.09775400807813373
84,0.29370355619687755,0.08457823634065723,0.09620624672184266
85,0.43009274401199377,0.5568359341553487,0.1418051072473241
86,0.29581376264974835,0.2262023723538278,0.0654327892657251
87,0.41703707952937974,0.5097619663489309,0.09448109546188928
88,0.564423257380501,0.6544036091040585,0.16953296358950184
89,0.6432630219421844,0.8443733124711317,0.15195272393837453
90,0.35664844977312554,0.4230902456222076,0.11714911477176165
91,0.482675954173821,0.5683857627046878,0.16158168367205272
92,0.45745814836552656,0.2973775450393235,0.16259529725483327
93,0.40869667571842344,0.5328336607227232,0.12200164084091003
94,0.47524281164322646,0.4072582794533466,0.17962005769690495
95,0.3842700627062965,0.38696421073144976,0.09532337302085787
96,0.44972481039674844,0.545030228891338,0.18491401399310703
97,0.4065235926703849,0.49029919542360323,0.09415909249113363
98,0.3597303040529061,0.14702554095458603,0.1053163225146891
99,0.46626937426153686,0.3967866730182429,0.18771993965529998
100,0.44690087852133104,0.2792520390071771,0.12121437818090512
