Rep,Mu,Phi,Sigma2
36,1.130654614179154,0.7283270801445666,0.4032283621846837
37,0.9746417766646204,0.5864148251866542,0.3580837538134709
38,0.9821389963180411,0.5649841548665758,0.3870003160160557
39,0.8684514730250862,0.5431304557707459,0.36870119337498053
40,1.350503429723705,0.6955000180847178,0.5708262108932033
41,0.9456736301492742,0.8225889285876232,0.32825618087386005
42,0.8361433165751373,0.6665010903470486,0.31083606959978755
43,0.8238239294958896,0.6665872448421586,0.30957336632553817
44,0.7637172065300541,0.5316764413567516,0.33142279163097105
45,0.996418775483923,0.627377710390721,0.4015338995172214
46,0.9194474227007663,0.5286947095811735,0.4615308652226468
47,1.4278164084941762,0.8038455289668277,0.5891090238983832
48,1.0090922841395018,0.5371965646200774,0.5998618689575947
49,0.8257783998385111,0.6682479453400723,0.3753049421353975
50,1.2348207183179865,0.8318520828277813,0.37649101251635453
51,0.9472269448872851,0.6050715040451603,0.3575699429955561
52,0.7546045271568045,0.4270006262214961,0.36883448948257513
53,0.8455598822154013,0.738603377882074,0.30267650203156665
54,0.809056386960566,0.5712353235149469,0.2548793376467401
55,0.9608264543347173,0.6242429362123113,0.38632717131822586
56,0.9941405735596288,0.5921812746547136,0.29624550293195573
57,1.4147520853470394,0.849590020296635,0.42796101952839044
58,1.9497494346763358,0.8577798844521748,0.7186746772244996
59,1.0635207190850833,0.8608274916826677,0.353404105627998
60,1.0818669891366965,0.6380364991314864,0.5880426691482079
61,0.9353586092621958,0.6525319721577952,0.5451603506053777
62,0.8787504348096167,0.6321853313870224,0.3997879776879314
63,1.132991570129234,0.7737038993235968,0.3623366683324095
64,1.0753681590573245,0.8045952099319921,0.6077246019249369
65,1.1399373134559665,0.8534138899817209,0.377540211530583
66,0.9628322787508636,0.7619912471893739,0.453747933415394
67,1.0313185122701178,0.6825640037878665,0.4195296047298844
68,0.6697725330586775,0.2949606441467835,0.3626953937434719
69,0.5926364807380446,0.35932228369607233,0.20005553478182977
70,0.623249943939528,0.5211786548225419,0.22252573236830345
71,0.505792601822933,0.30909743505397397,0.16972706021864162
72,1.0368812071487377,0.6246077449076267,0.4927447663789022
73,1.3067087884712532,0.8692015387154951,0.44010218663656847
74,1.0240389250797364,0.706362940976968,0.3268566846058096
75,0.881465041909284,0.738205854390757,0.3434681118315228
76,0.9033681527491371,0.595563237362793,0.30424174920282615
77,0.7078429688784291,0.4525729970753891,0.2498808078536386
78,1.2843937512570391,0.6964735074549986,0.5769170583647335
79,0.8935816838378298,0.4749829685712007,0.39688515312004874
80,0.8440057272459046,0.6372930973178756,0.2829284342755628
81,0.6370356898531497,0.3692886148710675,0.24913150881789495
82,0.9443370654510892,0.6932678644757303,0.399769818244965
83,0.894103560689648,0.432493565761774,0.43005578320968085
84,0.7902390731390505,0.40784554239547344,0.3179305127235151
85,0.7683307779544566,0.5227160217782049,0.423254119194468
86,0.9289753925904597,0.6026602557753655,0.33345102840510443
87,0.8271089289185534,0.7497646237655655,0.3583857561122007
88,1.4967442105853161,0.7443588237798114,0.6983696504129403
89,0.7918865344539938,0.6130623759308057,0.3600911334916206
90,1.0043780562852829,0.7268215690202224,0.4668005138709107
91,0.8802900727305706,0.6919160917002692,0.33080285296249856
92,0.7288114008747948,0.5345787011995341,0.24677266982338672
93,0.756811226670622,0.7153927185018759,0.35951800408755497
94,1.4682216603366527,0.870437476050678,0.545588475358142
95,0.8527826232542935,0.5145210139594387,0.37237514424295454
96,0.9973104498798978,0.5208628313447388,0.34915608198410253
97,1.2654146736713625,0.7939454055414245,0.5320334968858492
98,0.9646269121696798,0.5491914899382346,0.5820309983198084
99,1.0252071459850027,0.5745067025978892,0.4358052004000126
100,0.5321865586400031,0.23496374809066972,0.18493634776529902
